,l,count,est,a_priori,sample_est,sample_occured,sample_est_a_priori,sample_occured_a_priori,combined,run,kind,p,est_p
0,3,45,16.083731304870028,0.0,37.892933086757324,11144,,10972,37.892933086757324,4,karate,0.0,0.13903743315508021
1,4,154,51.992596651304446,0.0,158.610449934656,12117,,12508,158.610449934656,4,karate,0.0,0.13903743315508021
2,5,374,173.49401235515495,0.0,466.8841328074301,8009,,7899,466.8841328074301,4,karate,0.0,0.13903743315508021
3,6,969,582.9522518528825,0.0,1622.084977002493,5046,,5116,1622.084977002493,4,karate,0.0,0.13903743315508021
4,7,2746,1945.2524339903673,0.0,5634.77447987111,3468,,3434,5634.77447987111,4,karate,0.0,0.13903743315508021
5,8,7507,6389.6861367838665,0.0,16870.23300560736,2378,,2372,16870.23300560736,4,karate,0.0,0.13903743315508021
6,9,17625,20532.03958866735,0.0,45139.77293218753,1482,,1376,45139.77293218753,4,karate,0.0,0.13903743315508021
7,10,35127,64231.24684155294,0.0,77123.68297454184,752,,722,77123.68297454184,4,karate,0.0,0.13903743315508021
8,11,59890,194848.31321890635,0.0,116125.68241552013,349,,345,116125.68241552013,4,karate,0.0,0.13903743315508021
9,12,89849,571172.9965926765,0.0,174208.94618255002,178,,171,174208.94618255002,4,karate,0.0,0.13903743315508021
10,13,120823,1612723.755085204,0.0,249829.38581885386,61,,61,249829.38581885386,4,karate,0.0,0.13903743315508021
11,14,138689,4372464.940257746,0.0,228399.02160843965,13,,16,228399.02160843965,4,karate,0.0,0.13903743315508021
12,15,125021,11348144.301275006,0.0,106167.103782244,3,,3,106167.103782244,4,karate,0.0,0.13903743315508021
13,16,82339,28104862.724748593,0.0,0.0,0,,5,28104862.724748593,4,karate,0.0,0.13903743315508021
14,17,37264,66199815.06225778,0.0,0.0,0,0.0,0,66199815.06225778,4,karate,0.0,0.13903743315508021
15,18,10751,147779385.13897952,0.0,0.0,0,0.0,0,147779385.13897952,4,karate,0.0,0.13903743315508021
16,19,1733,311447237.80486304,0.0,0.0,0,0.0,0,311447237.80486304,4,karate,0.0,0.13903743315508021
17,20,120,617065249.2336992,0.0,0.0,0,0.0,0,617065249.2336992,4,karate,0.0,0.13903743315508021
18,21,0,1143935577.902045,0.0,0.0,0,0.0,0,1143935577.902045,4,karate,0.0,0.13903743315508021
19,22,0,1973664251.8105772,0.0,0.0,0,0.0,0,1973664251.8105772,4,karate,0.0,0.13903743315508021
20,23,0,3149786427.441944,0.0,0.0,0,0.0,0,3149786427.441944,4,karate,0.0,0.13903743315508021
21,24,0,4616598734.338928,0.0,0.0,0,0.0,0,4616598734.338928,4,karate,0.0,0.13903743315508021
22,25,0,6162048364.122976,0.0,0.0,0,0.0,0,6162048364.122976,4,karate,0.0,0.13903743315508021
23,26,0,7414229315.121227,0.0,0.0,0,0.0,0,7414229315.121227,4,karate,0.0,0.13903743315508021
24,27,0,7941404661.551912,0.0,0.0,0,0.0,0,7941404661.551912,4,karate,0.0,0.13903743315508021
25,28,0,7453029508.568772,0.0,0.0,0,0.0,0,7453029508.568772,4,karate,0.0,0.13903743315508021
26,29,0,6003103981.823419,0.0,0.0,0,0.0,0,6003103981.823419,4,karate,0.0,0.13903743315508021
27,30,0,4034171481.546219,0.0,0.0,0,0.0,0,4034171481.546219,4,karate,0.0,0.13903743315508021
28,31,0,2171229087.877213,0.0,0.0,0,0.0,0,2171229087.877213,4,karate,0.0,0.13903743315508021
29,32,0,877344908.838085,0.0,0.0,0,0.0,0,877344908.838085,4,karate,0.0,0.13903743315508021
30,33,0,236574611.61992767,0.0,0.0,0,0.0,0,236574611.61992767,4,karate,0.0,0.13903743315508021
31,34,0,31925293.60960962,0.0,0.0,0,0.0,0,31925293.60960962,4,karate,0.0,0.13903743315508021
