,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,triangulation,20,0.5,48,31,29,1,1,False,0
1,triangulation,20,0.5,48,31,30,2,3,False,1
2,triangulation,20,0.5,50,31,29,4,2,False,2
3,triangulation,20,0.5,49,31,30,4,4,False,3
4,triangulation,20,0.5,50,31,31,3,3,False,4
5,triangulation,20,0.5,46,31,29,4,6,False,5
6,triangulation,20,0.5,51,31,30,5,3,False,6
7,triangulation,20,0.5,46,31,30,1,4,False,7
8,triangulation,20,0.5,49,31,31,3,4,False,8
9,triangulation,20,0.5,51,31,31,5,4,False,9
10,triangulation,20,0.5,48,31,30,2,3,False,10
11,triangulation,20,0.5,51,31,28,5,1,False,11
12,triangulation,20,0.5,50,31,30,1,0,False,12
13,triangulation,20,0.5,49,31,30,3,3,False,13
14,triangulation,20,0.5,47,31,29,2,3,False,14
15,triangulation,20,0.5,50,31,29,4,2,False,15
16,triangulation,20,0.5,47,31,30,5,7,False,16
17,triangulation,20,0.5,50,31,30,5,4,False,17
18,triangulation,20,0.5,50,31,31,1,1,False,18
19,triangulation,20,0.5,50,31,31,3,3,False,19
20,triangulation,20,0.5,51,31,31,4,3,False,20
21,triangulation,20,0.5,47,31,31,4,7,False,21
22,triangulation,20,0.5,50,31,30,5,4,False,22
23,triangulation,20,0.5,47,31,31,1,4,False,23
24,triangulation,20,0.5,50,31,31,2,2,False,24
25,triangulation,20,0.5,49,31,30,1,1,False,25
26,triangulation,20,0.5,49,31,28,3,1,False,26
27,triangulation,20,0.5,48,31,30,1,2,False,27
28,triangulation,20,0.5,50,31,30,5,4,False,28
29,triangulation,20,0.5,50,31,31,3,3,False,29
30,triangulation,20,0.5,50,31,31,3,3,False,30
31,triangulation,20,0.5,48,31,30,1,2,False,31
32,triangulation,20,0.5,50,31,31,2,2,False,32
33,triangulation,20,0.5,51,31,30,4,2,False,33
34,triangulation,20,0.5,47,31,31,4,7,False,34
35,triangulation,20,0.5,50,31,31,2,2,False,35
36,triangulation,20,0.5,48,31,27,5,3,False,36
37,triangulation,20,0.5,48,31,29,2,2,False,37
38,triangulation,20,0.5,50,31,28,3,0,False,38
39,triangulation,20,0.5,52,31,31,6,4,False,39
40,triangulation,20,0.5,48,31,30,3,4,False,40
41,triangulation,20,0.5,49,31,29,3,2,False,41
42,triangulation,20,0.5,51,31,30,3,1,False,42
43,triangulation,20,0.5,49,31,30,4,4,False,43
44,triangulation,20,0.5,48,31,30,4,5,False,44
45,triangulation,20,0.5,51,31,30,5,3,False,45
46,triangulation,20,0.5,51,31,30,8,6,False,46
47,triangulation,20,0.5,48,31,30,5,6,False,47
48,triangulation,20,0.5,49,31,31,3,4,False,48
49,triangulation,20,0.5,50,31,31,3,3,False,49
