,model,n,p,edges,N,N_act,hom1,hom2,orientable,run
0,cellular_er,20,0.5,105,30,44,42,0,False,0
1,cellular_er,20,0.5,100,30,29,52,0,False,1
2,cellular_er,20,0.5,82,30,32,31,0,False,2
3,cellular_er,20,0.5,93,30,34,40,0,False,3
4,cellular_er,20,0.5,98,30,19,60,0,False,4
5,cellular_er,20,0.5,81,30,31,31,0,False,5
6,cellular_er,20,0.5,105,30,39,47,0,False,6
7,cellular_er,20,0.5,100,30,24,57,0,False,7
8,cellular_er,20,0.5,84,30,31,34,0,False,8
9,cellular_er,20,0.5,101,30,22,60,0,False,9
10,cellular_er,20,0.5,97,30,27,51,0,False,10
11,cellular_er,20,0.5,90,30,30,41,0,False,11
12,cellular_er,20,0.5,97,30,25,53,0,False,12
13,cellular_er,20,0.5,92,30,38,35,0,False,13
14,cellular_er,20,0.5,85,30,36,30,0,False,14
15,cellular_er,20,0.5,100,30,29,52,0,False,15
16,cellular_er,20,0.5,95,30,21,55,0,False,16
17,cellular_er,20,0.5,92,30,29,44,0,False,17
18,cellular_er,20,0.5,108,30,37,52,0,False,18
19,cellular_er,20,0.5,110,30,26,65,0,False,19
20,cellular_er,20,0.5,84,30,23,42,0,False,20
21,cellular_er,20,0.5,118,30,25,74,0,False,21
22,cellular_er,20,0.5,97,30,37,41,0,False,22
23,cellular_er,20,0.5,94,30,31,44,0,False,23
24,cellular_er,20,0.5,93,30,26,48,0,False,24
25,cellular_er,20,0.5,86,30,39,28,0,False,25
26,cellular_er,20,0.5,105,30,37,49,0,False,26
27,cellular_er,20,0.5,87,30,31,37,0,False,27
28,cellular_er,20,0.5,111,30,29,63,0,False,28
29,cellular_er,20,0.5,92,30,30,43,0,False,29
30,cellular_er,20,0.5,97,30,28,50,0,False,30
31,cellular_er,20,0.5,96,30,20,57,0,False,31
32,cellular_er,20,0.5,72,30,28,25,0,False,32
33,cellular_er,20,0.5,93,30,39,35,0,False,33
34,cellular_er,20,0.5,106,30,37,50,0,False,34
35,cellular_er,20,0.5,103,30,40,44,0,False,35
36,cellular_er,20,0.5,90,30,34,37,0,False,36
37,cellular_er,20,0.5,96,30,37,40,0,False,37
38,cellular_er,20,0.5,106,30,30,57,0,False,38
39,cellular_er,20,0.5,94,30,31,44,0,False,39
40,cellular_er,20,0.5,91,30,26,46,0,False,40
41,cellular_er,20,0.5,111,30,24,68,0,False,41
42,cellular_er,20,0.5,92,30,32,41,0,False,42
43,cellular_er,20,0.5,95,30,25,51,0,False,43
44,cellular_er,20,0.5,95,30,33,43,0,False,44
45,cellular_er,20,0.5,99,30,26,54,0,False,45
46,cellular_er,20,0.5,100,30,32,49,0,False,46
47,cellular_er,20,0.5,95,30,23,53,0,False,47
48,cellular_er,20,0.5,98,30,32,47,0,False,48
49,cellular_er,20,0.5,92,30,22,51,0,False,49
